,Statment,condition
570,Care is taken to ensure an international spread.The sub-fund may not invest in contingent convertibles.,1.0
571,"In addition, the sub-fund™s assets may be invested in all other permissible assets.The sub-fund follows a dynamic capital-preserva-tion strategy where investments are continu-ously reallocated, depending on the market, between a growth component and a capital preservation component.",0.0
572,"The growth component consists of higher-risk investments such as equity funds, while the capital preservation component consists of lower-risk investments such as lower-risk bond and money market funds and direct investments in lower-risk bonds and money market instruments.",0.0
573,"The objective of this is to ensure a minimum value, and also to achieve the greatest possible participation in price increases in the growth component.",0.0
574,The goal is to enable the investor to participate in rising markets while still limiting the risk of losses in the case of falling markets.,0.0
575,"The preservation of the minimum value with simultaneous participation in opportunities to gain from price increases is realized through the reallocation of investments between the growth component and the capital preservation compo-nent, depending on market conditions.",0.0
576,"In a rising market, the share of growth-component investments in the sub-fund generally also rises, while the share of the capital preservation component falls.",0.0
577,"Conversely, during periods of falling markets, the share of the growth compo-nent is reduced and that of the capital preserva-tion component is increased.",0.0
578,The sub-fund has a daily performance lock-in mechanism that preserves 80% of the maximum net asset value of the sub-fund.,0.0
579,The performance ﬁlock-inﬂ mechanism and its impact on the guaranteed value are described in more detail under ﬁGuaranteeﬂ below.,0.0
580,"* For additional costs, cf.",0.0
581,article 12 of the general section of the sales prospectus.B.,0.0
582,"Sales ProspectusSpecial Section24To protect against extreme losses from high-er-risk components within very short periods in which it is not possible for the Company to execute appropriate back-to-back transactions, the sub-fund regularly also invests in derivative instruments that compensate for losses of value above a certain limit in such cases.",0.0
583,The perfor-mance of the sub-fund is not greatly influenced by the investment in such derivative instruments under normal market conditions.,0.0
584,"This capital-preservation strategy entails certain risks to which attention is drawn:The return of the sub-fund is generally subject to the risk of negative performance of the financial instruments held in the sub-fund, the volatility of these instruments and the changes in market interest rates.Certain market conditions such as low interest rates, systemic delays in the reallocation mecha-nism and highly volatile markets, and the result-ing false signals triggered by the capital-preser-vation strategy, can permanently impair the flexibility of the investment strategy described and have a detrimental effect on the sub-fund™s performance.",0.0
